target,Param,mean_PV,sd_PV,hpd_3%_PV,hpd_97%_PV,mcse_mean_PV,mcse_sd_PV,ess_mean_PV,ess_sd_PV,ess_bulk_PV,ess_tail_PV,r_hat_PV,class_PV,FC_PV,SigFactor_PV,Status_PV,mean_CVB,sd_CVB,hpd_3%_CVB,hpd_97%_CVB,mcse_mean_CVB,mcse_sd_CVB,ess_mean_CVB,ess_sd_CVB,ess_bulk_CVB,ess_tail_CVB,r_hat_CVB,class_CVB,FC_CVB,SigFactor_CVB,Status_CVB,CVB_PV
MED17,dof,8.166,5.296,1.1,18.043,0.078,0.055,4622,4622,3963,5499,1,NA,2.27175290781517,0.627734777959797,Unchanged,0.711,0.328,0.261,1.273,0.008,0.006,1742,1742,1053,805,1,NA,-1.31092909593811,-1.41178690424754,Down,NA
MED17,k,0.236,0.756,-1.134,1.759,0.013,0.009,3507,3507,3576,4490,1,NA,3.88264304936184,3.12672469837365,Unchanged,-0.029,0.089,-0.204,0.142,0.001,0.001,5154,3875,6135,5070,1,NA,-2.94937392693003,-10.1507206044039,Up,NA
MED17,sigma,2.227,0.423,1.449,3.053,0.007,0.005,3398,3398,3321,3650,1,NA,0.0554697081112421,0.0544084301878811,Unchanged,0.329,0.225,0.022,0.728,0.006,0.004,1448,1448,842,493,1.01,NA,-1.39960745870924,-3.22970666239314,Down,NA
MED20,MP,5.812,0.27,5.168,6.215,0.009,0.006,981,981,1323,587,1,NA,-0.035066805118635,-0.0879024672391054,Unchanged,8.376,0.36,7.708,8.948,0.008,0.006,2019,1995,2042,6803,1,NA,0.0506568308136024,0.108435338501743,Unchanged,Unchanged Unchanged
MED20,Max,20.854,1.991,17.273,24.569,0.034,0.024,3482,3482,3342,6236,1,NA,0.513664226710269,0.201238549790711,Unchanged,14.229,1.128,11.918,15.896,0.024,0.017,2146,2146,1959,5268,1,NA,-0.137051801436492,-0.089082803494144,Unchanged,Unchanged Unchanged
MED20,Slope,16.255,24.045,0.531,68.303,1.157,0.876,432,378,857,272,1,NA,2.65376400745972,0.340551771387812,Unchanged,0.8,0.173,0.531,1.156,0.003,0.002,3682,3682,3838,6477,1,NA,-0.326249700837456,-1.13157747260168,Unchanged,NA
MED20,dof,6.015,4.184,0.959,13.738,0.068,0.05,3819,3494,3798,5932,1,NA,1.83068807765346,0.582473499373673,Unchanged,5.322,5.673,0.449,16.55,0.118,0.084,2294,2294,956,935,1.01,NA,1.5931179494647,0.430131955412823,Unchanged,NA
MED20,k,0.263,1.623,-2.823,3.199,0.031,0.022,2700,2700,2741,1466,1,NA,4.0389189892923,2.2544009682114,Unchanged,-0.372,0.497,-1.381,0.563,0.007,0.006,5269,3743,5599,5821,1,NA,0.731803889050427,1.06255561266307,Unchanged,NA
MED20,sigma,4.547,0.899,2.862,6.235,0.015,0.01,3813,3798,3819,4525,1,NA,1.08528315406799,0.734086755176833,Unchanged,1.146,0.541,0.255,1.954,0.017,0.012,1017,1017,698,329,1.01,NA,0.400840096312426,0.596257218853989,Unchanged,NA
MED24,MP,5.996,0.171,5.655,6.354,0.003,0.002,3678,3678,5644,3805,1.07,NA,0.00989887519638335,0.0303686486423032,Unchanged,8.463,0.119,8.233,8.679,0.001,0.001,16671,16631,16822,13094,1,NA,0.0655645551895216,0.234015894472304,Unchanged,Unchanged Unchanged
MED24,Max,17.685,1.467,14.76,20.29,0.052,0.037,781,781,754,4284,1.01,NA,0.275866312597997,0.124139609459292,Unchanged,13.822,0.39,13.057,14.526,0.004,0.003,9716,9676,9790,10822,1,NA,-0.178919691414646,-0.191376566984217,Unchanged,Unchanged Unchanged
MED24,Slope,18.807,24.445,1.578,77.288,5.907,4.25,17,17,37,1130,1.07,NA,2.86415018703888,0.3477484151179,Unchanged,0.84,0.07,0.715,0.975,0.001,0,11176,11176,11042,12545,1,NA,-0.255860372946058,-1.37591160636428,Down,NA
MED24,dof,8.974,5.296,1.623,19.041,0.262,0.186,408,408,845,2654,1.01,NA,2.40787452426636,0.656213199427321,Unchanged,11.05,5.705,1.833,21.218,0.047,0.034,14493,14493,12447,10802,1,NA,2.64712390360864,0.651360726893425,Unchanged,NA
MED24,k,0.201,1.086,-1.776,2.364,0.021,0.018,2786,1861,2371,6226,1.01,NA,3.65105169117893,2.45784338862034,Unchanged,-0.276,0.227,-0.713,0.14,0.002,0.002,10110,9225,10251,10435,1,NA,0.301169534720565,0.660148452034909,Unchanged,NA
MED24,sigma,4.361,0.634,3.221,5.562,0.061,0.043,107,107,110,3594,1.03,NA,1.02502714040506,0.832237258575849,Unchanged,0.63,0.096,0.456,0.814,0.001,0.001,13443,13443,13099,10614,1,NA,-0.4623432140572,-1.49824265095149,Down,NA
MEIS1,MP,6.285,0.386,5.76,7.02,0.008,0.005,2646,2646,2733,2813,1,NA,0.0778112365563938,0.177801430408065,Unchanged,8.21,0.239,7.752,8.645,0.002,0.002,11614,11614,12088,11236,1,NA,0.0217776105479611,0.0549323481217457,Unchanged,Unchanged Unchanged
MEIS1,Max,12.529,1.519,9.728,15.382,0.027,0.019,3187,3179,3227,4732,1,NA,-0.221388635644875,-0.0985261907582669,Unchanged,3.393,0.196,3.02,3.75,0.002,0.001,8906,8906,8961,7007,1,NA,-2.2052527405262,-3.34609646810161,Down,Down Unchanged
MEIS1,Slope,22.788,27.037,0.327,74.507,0.573,0.406,2223,2223,2304,4169,1,NA,3.14115476275265,0.385293706358837,Unchanged,1.417,0.985,0.853,1.983,0.032,0.023,936,936,7118,4647,1,NA,0.498518152305838,1.28592587299756,Unchanged,NA
MEIS1,dof,9.972,6.085,0.806,20.809,0.104,0.074,3394,3394,2370,1733,1,NA,2.56000622308152,0.651034054829664,Unchanged,1.523,0.802,0.625,2.666,0.009,0.006,7635,7635,8229,8737,1,NA,-0.211934619070228,-0.160716551009998,Unchanged,NA
MEIS1,k,0.406,1.125,-1.746,2.518,0.02,0.014,3233,3233,3260,3893,1,NA,4.66533591718518,3.09464414967617,Unchanged,0.13,0.09,-0.04,0.296,0.001,0.001,10333,8734,10676,9589,1,NA,NA,NA,NA,NA
MEIS1,sigma,3.448,0.657,2.173,4.748,0.014,0.01,2104,2104,2562,1501,1,NA,0.686127924412551,0.531164418850675,Unchanged,0.335,0.106,0.164,0.537,0.001,0.001,6844,6806,6984,8630,1,NA,-1.37353394709934,-4.3605790439116,Down,NA
MFN1,MP,6.004,0.226,5.45,6.504,0.006,0.004,1448,1448,2291,1570,1,NA,0.0118224688692121,0.0295369793720727,Unchanged,8.236,0.178,7.904,8.584,0.002,0.001,9987,9908,10317,9290,1,NA,0.0263392185150483,0.0761363574098992,Unchanged,Unchanged Unchanged
MFN1,Max,16.536,1.501,13.678,19.298,0.023,0.016,4294,4294,4263,6796,1,NA,0.178950387435164,0.0798801286715358,Unchanged,8.961,0.484,8.158,9.873,0.008,0.006,3941,3865,4621,4607,1,NA,-0.804154432205229,-0.796065705471969,Unchanged,Unchanged Unchanged
MFN1,Slope,20.739,21.925,1.021,63.46,0.477,0.337,2112,2112,2713,2678,1,NA,3.00522678291034,0.401786440762516,Unchanged,1.127,0.184,0.812,1.47,0.002,0.001,7894,7839,7941,8198,1,NA,0.168165909560041,0.568459060953885,Unchanged,NA
MFN1,dof,11.715,5.797,2.581,22.584,0.072,0.051,6437,6437,5627,4791,1,NA,2.79240838934051,0.710136147350622,Unchanged,2.305,3.032,0.442,7.077,0.051,0.036,3524,3524,3895,4551,1,NA,0.38591618975918,0.162312787889867,Unchanged,NA
MFN1,k,0.356,1.244,-2.088,2.638,0.02,0.014,3923,3923,3881,4159,1,NA,4.4757334309664,2.82003013626377,Unchanged,-0.079,0.177,-0.432,0.267,0.002,0.002,7125,4856,7948,5596,1,NA,-1.5035741738805,-3.64075417670105,Unchanged,NA
MFN1,sigma,3.765,0.551,2.788,4.828,0.009,0.006,3827,3827,3634,4494,1,NA,0.813018014882743,0.707127263901946,Unchanged,0.608,0.272,0.201,1.205,0.005,0.003,3196,3091,3609,4984,1,NA,-0.513623719000894,-0.993887884091162,Unchanged,NA
MIA3,MP,5.944,0.285,5.325,6.301,0.007,0.005,1882,1859,2934,1855,1,NA,-0.0026673922128801,-0.00692532526875185,Unchanged,8.055,0.324,7.45,8.652,0.003,0.002,8875,8860,8862,11083,1,NA,-0.00572002252327494,-0.0124362421902051,Unchanged,Unchanged Unchanged
MIA3,Max,15.3,1.449,12.973,17.693,0.034,0.028,1854,1342,4005,4066,1,NA,0.0668717464770927,0.0325721133140177,Unchanged,25.09,1.942,21.538,28.672,0.026,0.019,5478,5459,5523,7112,1,NA,0.68122639505936,0.330648404634868,Unchanged,Unchanged Unchanged
MIA3,Slope,17.618,21.352,0.198,59.244,0.519,0.367,1693,1693,2121,1430,1,NA,2.76993060986397,0.380819907903152,Unchanged,0.881,0.242,0.505,1.322,0.003,0.002,7270,7113,7407,9262,1,NA,-0.187107681691767,-0.567616183189413,Unchanged,NA
MIA3,dof,2.942,2.369,0.653,6.656,0.036,0.026,4251,4251,4281,5030,1,NA,0.798920586844847,0.37087682270524,Unchanged,9.56,6.268,0.648,20.564,0.091,0.064,4791,4791,2708,1502,1,NA,2.43816005731059,0.591890481701164,Unchanged,NA
MIA3,k,0.234,0.908,-1.451,1.855,0.016,0.016,3260,1567,4169,4534,1,NA,3.8703647195834,2.91565989453327,Unchanged,-0.742,1.134,-2.909,1.387,0.014,0.011,6791,5665,7063,7278,1,NA,1.7279204545632,1.68770561847117,Unchanged,NA
MIA3,sigma,2.86,0.835,1.433,4.493,0.014,0.01,3437,3428,3520,5848,1,NA,0.416383296989204,0.295695750677367,Unchanged,3.027,0.705,1.351,4.15,0.016,0.011,1907,1907,2511,1202,1,NA,1.80212172738303,2.08853546940127,Up,NA
MLEC,MP,6.343,2.372,4.911,12.062,0.196,0.139,147,147,339,237,1.01,NA,0.0910638340813937,0.0873455429031716,Unchanged,7.843,0.258,7.37,8.294,0.004,0.003,5104,5104,5113,8043,1,NA,-0.0441990110360207,-0.109602442486338,Unchanged,Unchanged Unchanged
MLEC,Max,20.51,10.336,11.766,43.832,0.858,0.608,145,145,333,228,1.02,NA,0.489667585376931,0.0915067713500247,Unchanged,21.13,1.209,19.41,23.54,0.023,0.017,2733,2663,3634,3552,1,NA,0.433406691585128,0.276478970485323,Unchanged,Unchanged Unchanged
MLEC,Slope,28.999,29.263,0.088,83.552,0.918,0.65,1015,1015,326,252,1.01,NA,3.48888360270906,0.40344364471932,Unchanged,1.126,0.253,0.71,1.613,0.004,0.003,3826,3659,4004,6121,1,NA,0.166885221468049,0.481557536161197,Unchanged,NA
MLEC,dof,8.829,5.188,1.561,18.5,0.077,0.054,4552,4552,4023,7227,1,NA,2.38437338325157,0.658932053555512,Unchanged,2.454,3.401,0.291,8.633,0.062,0.044,2991,2991,3032,4763,1,NA,0.476284688105385,0.178653582580286,Unchanged,NA
MLEC,k,0.042,2.376,-4.341,4.203,0.098,0.072,587,552,1044,464,1.01,NA,1.39231742277876,0.652445189435414,Unchanged,-0.247,0.51,-1.252,0.667,0.008,0.007,4265,2440,5316,4138,1,NA,0.141012309527073,0.206074675702181,Unchanged,NA
MLEC,sigma,5.878,0.878,4.151,7.489,0.012,0.008,5431,5431,5412,4958,1,NA,1.45569350897479,0.989781372829686,Unchanged,1.334,0.742,0.312,2.901,0.015,0.01,2554,2504,2782,3704,1,NA,0.619991718740106,0.747100531048506,Unchanged,NA
MLLT1,MP,6.796,0.247,6.332,7.264,0.002,0.002,10619,10619,10701,10385,1,NA,0.190584344432744,0.506357762884165,Unchanged,8.736,0.287,8.384,9.116,0.036,0.025,65,65,430,79,1.02,NA,0.111368244802646,0.310276940680749,Unchanged,Unchanged Unchanged
MLLT1,Max,37.038,2.587,32.485,42.054,0.032,0.023,6504,6389,6771,6804,1,NA,1.34234629075386,0.459203892055142,Unchanged,25.147,0.917,23.632,26.908,0.023,0.016,1561,1561,1025,955,1.01,NA,0.684500223218644,0.490278856709063,Unchanged,Unchanged Unchanged
MLLT1,Slope,0.762,0.143,0.518,1.036,0.002,0.001,8194,8194,8001,9246,1,NA,-1.76118474062468,-2.58515167693166,Down,0.844,0.292,0.557,1.041,0.037,0.028,61,56,402,77,1.02,NA,-0.249006701904995,-0.981437244091556,Unchanged,NA
MLLT1,dof,11.453,5.676,2.656,21.963,0.048,0.034,13913,13913,12335,10672,1,NA,2.75977698265152,0.714375979037849,Unchanged,0.863,0.292,0.387,1.389,0.007,0.005,1535,1535,768,337,1.01,NA,-1.03141809637857,-1.11630042155818,Down,NA
MLLT1,k,-3.028,1.94,-6.601,0.55,0.024,0.019,6336,5492,6708,6789,1,NA,NA,NA,Unchanged,-0.431,0.402,-1.25,0.181,0.008,0.006,2539,2539,1494,5960,1.01,NA,0.944189137031494,1.59788039950155,Unchanged,NA
MLLT1,sigma,3.403,0.411,2.676,4.22,0.004,0.003,12608,12608,12367,10335,1,NA,0.667175301288461,0.667004569969361,Unchanged,0.928,0.395,0.225,1.61,0.013,0.009,957,957,531,192,1.01,NA,0.0964297626830928,0.158871279391638,Unchanged,NA
MLST8,MP,5.98,0.095,5.769,6.165,0.001,0.001,9412,9412,10845,7666,1,NA,0.00604397633399104,0.0246350454693143,Unchanged,7.535,0.338,6.825,8.074,0.04,0.028,72,72,80,31,1.04,NA,-0.10199709963202,-0.217545582721111,Unchanged,Unchanged Unchanged
MLST8,Max,34.388,1.801,31.081,37.892,0.026,0.018,4911,4903,4911,5096,1,NA,1.23524530497528,0.500866565744483,Unchanged,31.138,2.677,25.967,35.964,0.279,0.198,92,92,95,32,1.04,NA,0.992790207112513,0.40706536831627,Unchanged,Unchanged Unchanged
MLST8,Slope,11.994,15.111,1.121,42.052,0.95,0.796,253,181,642,200,1.01,NA,2.21519332934778,0.365789683308254,Unchanged,1.154,0.764,0.614,1.865,0.038,0.027,409,409,140,262,1.03,NA,0.202321618033302,0.496007009838634,Unchanged,NA
MLST8,dof,10.859,5.688,1.981,21.083,0.084,0.06,4561,4561,3798,4897,1,NA,2.68294268731789,0.698203832081568,Unchanged,11.085,6.414,0.433,22.1,0.611,0.433,110,110,66,17,1.05,NA,2.65168630419715,0.617167369827325,Unchanged,NA
MLST8,k,0.361,1.329,-2.207,2.797,0.018,0.013,5478,5478,5478,6068,1,NA,4.49585502688717,2.75289751351941,Unchanged,-0.605,1.409,-3.332,1.941,0.016,0.016,7315,3779,7540,8481,1.01,NA,1.43343641010435,1.2637309815773,Unchanged,NA
MLST8,sigma,5.563,0.704,4.249,6.905,0.012,0.008,3652,3652,3534,5451,1,NA,1.37623125557707,1.04903475932708,Up,4.035,0.98,1.963,6.179,0.198,0.142,25,25,62,15,1.05,NA,2.21680172572066,2.09332052365627,Up,NA
MMGT1,MP,6.252,0.181,5.986,6.566,0.007,0.005,623,623,440,149,1.02,NA,0.0702162702481882,0.236484110796752,Unchanged,9.589,0.356,9.039,9.984,0.163,0.124,5,5,5,14,2.15,NA,0.245775758505197,0.602652284112459,Unchanged,Unchanged Unchanged
MMGT1,Max,28.098,1.675,25.055,31.183,0.056,0.04,895,895,916,1721,1.01,NA,0.943807537429937,0.403458002129723,Unchanged,24.168,2.416,20.201,26.478,1.15,0.874,4,4,7,30,2.48,NA,0.627212013490766,0.324548660450684,Unchanged,Unchanged Unchanged
MMGT1,Slope,9.34,22.541,0.913,34.978,2.664,1.891,72,72,254,33,1.03,NA,1.85437490647902,0.335652078055357,Unchanged,12.53,15.894,0.714,39.441,7.941,6.083,4,4,5,11,2.47,NA,3.64299290359704,1.60518678996779,Unchanged,NA
MMGT1,dof,9.306,5.643,0.782,19.365,0.103,0.073,2997,2997,2118,2382,1,NA,2.46028452734726,0.649138959355069,Unchanged,0.566,0.46,0.15,1.343,0.201,0.151,5,5,5,13,2.29,NA,-1.63997660272564,-1.62666316677543,Down,NA
MMGT1,k,0.124,1.156,-2.14,2.277,0.021,0.015,3056,3056,3008,2869,1,NA,2.95419631038688,1.92536045350774,Unchanged,-0.182,0.288,-0.819,0.067,0.093,0.068,10,10,10,111,1.77,NA,-0.299560281858908,-0.644276745814968,Unchanged,NA
MMGT1,sigma,3.793,0.748,2.415,5.241,0.026,0.019,821,753,760,2360,1.01,NA,0.82370752161769,0.608694601518897,Unchanged,0.491,0.558,0,1.439,0.247,0.186,5,5,5,11,2.19,NA,-0.821972018129786,-1.32857421104625,Unchanged,NA
MMS19,MP,6.144,0.188,5.931,6.554,0.005,0.004,1443,1434,1793,1675,1,NA,0.0450767079696798,0.146482712673504,Unchanged,8.592,0.172,8.236,8.881,0.002,0.002,6093,6093,7406,8109,1,NA,0.0873893818682068,0.259371632929524,Unchanged,Unchanged Unchanged
MMS19,Max,14.708,0.925,13.003,16.487,0.016,0.011,3511,3511,3463,5831,1,NA,0.0099411752130125,0.00563602519233609,Unchanged,17.246,0.492,16.451,18.155,0.007,0.005,4346,4130,6060,5700,1,NA,0.140375709429576,0.139411527609147,Unchanged,Unchanged Unchanged
MMS19,Slope,18.525,21.64,1.173,60.513,1.254,0.992,298,238,810,163,1.01,NA,2.84235399396256,0.389807678139163,Unchanged,0.903,0.108,0.698,1.094,0.001,0.001,5257,5229,5414,5887,1,NA,-0.151523713131322,-0.660248146738174,Unchanged,NA
MMS19,dof,7.344,5.034,0.911,16.687,0.098,0.069,2629,2629,1757,2052,1,NA,2.11868939900382,0.606707128644685,Unchanged,0.886,0.831,0.415,1.309,0.022,0.015,1478,1478,4593,5317,1,NA,-0.993471957002502,-1.13832704948646,Down,NA
MMS19,k,0.152,0.707,-1.13,1.567,0.014,0.01,2438,2438,2384,4442,1,NA,3.24792751344359,2.70895786721611,Unchanged,-0.204,0.226,-0.638,0.168,0.003,0.003,6834,3624,7706,6819,1,NA,-0.134929580086109,-0.304259911581494,Unchanged,NA
MMS19,sigma,2.359,0.494,1.467,3.302,0.017,0.012,893,893,1003,118,1,NA,0.138543568562915,0.127051803032221,Unchanged,0.611,0.282,0.197,1.014,0.006,0.005,2087,1387,3472,2268,1,NA,-0.50652266262575,-1.0865432910832,Unchanged,NA
MON2,MP,6.934,0.287,6.232,7.458,0.004,0.003,4057,4057,4857,4055,1,NA,0.219586328451357,0.508672510382562,Unchanged,8.662,0.17,8.353,8.994,0.002,0.001,12375,12358,12418,12149,1,NA,0.0990955609503625,0.295031815505669,Unchanged,Unchanged Unchanged
MON2,Max,14.116,1.419,11.564,16.837,0.022,0.016,4004,4004,4013,6186,1,NA,-0.0493285712105597,-0.0227323283948641,Unchanged,20.68,0.784,19.229,22.182,0.01,0.007,6668,6655,6719,8572,1,NA,0.402350109965122,0.303538593916338,Unchanged,Unchanged Unchanged
MON2,Slope,12.409,17.767,0.432,46.63,0.451,0.319,1554,1554,1839,1965,1,NA,2.26426730959349,0.351934712101859,Unchanged,0.767,0.083,0.613,0.922,0.001,0.001,7970,7970,7963,10144,1,NA,-0.387023123109247,-1.90911395844124,Down,NA
MON2,dof,11.197,5.796,2.212,21.916,0.071,0.05,6669,6669,6016,5438,1,NA,2.72716367948659,0.698786100577605,Unchanged,10.205,5.606,1.697,20.448,0.048,0.034,13915,13915,11658,10785,1,NA,2.53235371636256,0.633566714904233,Unchanged,NA
MON2,k,0.226,1.017,-1.701,2.102,0.017,0.012,3584,3584,3631,4679,1,NA,3.82017896241519,2.68322407154911,Unchanged,-0.591,0.44,-1.446,0.208,0.005,0.004,7114,6796,7225,8654,1,NA,1.39965939811993,2.20322930168935,Unchanged,NA
MON2,sigma,3.602,0.478,2.712,4.512,0.007,0.005,4627,4627,4550,6131,1,NA,0.749166331229729,0.693672528916415,Unchanged,1.193,0.183,0.856,1.548,0.002,0.001,12246,12246,11936,8828,1,NA,0.458827095250749,1.06943696397868,Unchanged,NA
MORF4L1,MP,5.595,0.32,5.035,6.003,0.006,0.004,2575,2571,2320,1786,1,NA,-0.08996337688772,-0.234534251479207,Unchanged,7.628,0.219,7.214,8.013,0.004,0.003,3517,3499,3534,3298,1,NA,-0.0842997678044498,-0.224800180102816,Unchanged,Unchanged Unchanged
MORF4L1,Max,9.789,1.002,7.982,11.731,0.015,0.011,4219,4154,4308,5527,1,NA,-0.577426513177263,-0.315582761008212,Unchanged,13.847,0.394,13.107,14.576,0.005,0.004,6198,6158,6467,8185,1,NA,-0.176312630383374,-0.188587995272862,Unchanged,Unchanged Unchanged
MORF4L1,Slope,31.879,30.008,0.749,87.144,0.619,0.511,2350,1727,2969,1983,1,NA,3.62548682612783,0.412067176681321,Unchanged,1.253,0.296,0.836,1.776,0.007,0.005,1847,1847,2456,1456,1,NA,0.32106480870968,0.908035773799484,Unchanged,NA
MORF4L1,dof,5.532,4.101,0.806,13.154,0.057,0.04,5162,5162,4115,6685,1,NA,1.70992449674051,0.553463361891424,Unchanged,0.969,0.399,0.385,1.659,0.008,0.006,2529,2529,1023,419,1.01,NA,-0.864281990142439,-0.829566014987522,Unchanged,NA
MORF4L1,k,0.353,0.796,-1.189,1.868,0.012,0.009,4089,4089,4117,5156,1,NA,4.46352437327118,3.4967661287011,Unchanged,-0.129,0.185,-0.518,0.194,0.002,0.002,5820,5136,5945,7569,1,NA,-0.79612766663435,-1.91006350433832,Unchanged,NA
MORF4L1,sigma,2.323,0.536,1.34,3.348,0.009,0.006,3821,3821,3759,3462,1,NA,0.11635730413226,0.102005665455322,Unchanged,0.633,0.28,0.141,1.133,0.006,0.005,1868,1868,911,327,1.01,NA,-0.455489543016138,-0.886710306923186,Unchanged,NA
MOS,MP,5.943,0.082,5.756,6.055,0.001,0.001,3763,3763,3907,7398,1,NA,-0.00291012714083386,-0.0136506890894566,Unchanged,9.273,0.224,8.904,9.762,0.003,0.002,5255,5231,5634,5512,1,NA,0.197431543462173,0.508061823813499,Unchanged,Unchanged Unchanged
MOS,Max,19.639,0.891,17.984,21.331,0.014,0.01,4148,4148,4096,6994,1,NA,0.42706156436398,0.247022720842112,Unchanged,22.737,1.524,20.428,25.833,0.03,0.021,2622,2603,2894,4373,1,NA,0.53915583682557,0.300647764655627,Unchanged,Unchanged Unchanged
MOS,Slope,15.694,17.003,1.504,47.66,1.012,0.898,282,180,677,239,1.01,NA,2.60309355674503,0.40478246428388,Unchanged,0.757,0.096,0.568,0.936,0.002,0.001,4003,4003,3951,4709,1,NA,-0.405956400626449,-1.83497293672741,Down,NA
MOS,dof,7.727,4.686,1.412,16.532,0.067,0.048,4841,4841,4205,5714,1,NA,2.19203173820542,0.641181813362216,Unchanged,2.02,2.839,0.394,6.177,0.054,0.038,2738,2738,2647,3590,1,NA,0.195504732081637,0.0880766687212838,Unchanged,NA
MOS,k,0.293,0.708,-1.051,1.625,0.012,0.008,3681,3681,3599,6897,1,NA,4.19475685442225,3.51236898285486,Unchanged,-0.396,0.404,-1.187,0.247,0.006,0.005,3898,2928,5165,4263,1,NA,0.822001698022006,1.38964294153115,Unchanged,NA
MOS,sigma,2.279,0.399,1.54,3.045,0.006,0.004,4219,4219,4098,4223,1,NA,0.0887690745887495,0.089888873850332,Unchanged,0.953,0.548,0.255,2.119,0.012,0.008,2181,2181,2370,4049,1,NA,0.134781171465462,0.191410366335542,Unchanged,NA
MOV10,MP,6.421,0.137,6.149,6.685,0.003,0.002,1968,1968,2250,841,1,NA,0.108696490612259,0.38081262130596,Unchanged,8.316,0.196,7.972,8.715,0.005,0.004,1283,1283,1193,1925,1,NA,0.0402851467411641,0.111402313290611,Unchanged,Unchanged Unchanged
MOV10,Max,22.378,1.043,20.52,24.292,0.017,0.012,3678,3678,3579,1191,1,NA,0.615421196941541,0.335321097625278,Unchanged,28.607,1.995,24.673,31.07,0.079,0.056,642,642,755,553,1,NA,0.870482135288412,0.446183190234373,Unchanged,Unchanged Unchanged
MOV10,Slope,3.076,4.885,1.352,4.073,0.5,0.379,95,84,2147,769,1,NA,0.252007859843826,0.161397131003097,Unchanged,1.158,0.175,0.808,1.464,0.006,0.005,750,701,814,526,1,NA,0.207313647377056,0.701859450922994,Unchanged,NA
MOV10,dof,5.438,4.435,0.552,13.791,0.056,0.039,6315,6315,3634,3720,1,NA,1.68519949161478,0.526785705096022,Unchanged,1.138,1.169,0.271,2.436,0.025,0.018,2200,2200,710,796,1,NA,-0.632350003250939,-0.46559550344268,Unchanged,NA
MOV10,k,-0.058,0.646,-1.276,1.242,0.01,0.007,4297,4297,4639,1638,1,NA,NA,NA,Unchanged,-0.201,0.338,-0.915,0.346,0.006,0.005,3235,2437,3040,3822,1,NA,-0.156303230878675,-0.281783460829274,Unchanged,NA
MOV10,sigma,2.372,0.661,1.062,3.49,0.012,0.008,3096,3096,3156,3231,1,NA,0.146472159869456,0.116773216124339,Unchanged,0.844,0.622,0.102,1.973,0.02,0.014,981,981,574,409,1,NA,-0.0404520437372942,-0.0573406690615297,Unchanged,NA
MPRIP,MP,6.05,0.117,5.864,6.309,0.002,0.001,4248,4248,5732,6182,1,NA,0.0228336342978429,0.0877956991587239,Unchanged,8.304,0.232,7.905,8.79,0.002,0.002,9227,9163,9530,9672,1,NA,0.0382018322406748,0.0967957354300084,Unchanged,Unchanged Unchanged
MPRIP,Max,16.2,0.744,14.812,17.584,0.013,0.009,3506,3451,3554,2600,1,NA,0.149333906669066,0.0949152692920592,Unchanged,16.956,0.904,15.228,18.703,0.011,0.008,7103,7103,7187,8492,1,NA,0.11590979581792,0.0806091336290442,Unchanged,Unchanged Unchanged
MPRIP,Slope,13.825,16.94,1.445,47.506,0.564,0.431,903,772,1525,452,1,NA,2.42015993189143,0.37672407956417,Unchanged,1.125,0.34,0.665,1.593,0.004,0.003,5705,5705,6398,7290,1,NA,0.165603395492219,0.471378129384475,Unchanged,NA
MPRIP,dof,3.423,2.684,0.674,8.113,0.043,0.03,3921,3921,3243,5171,1,NA,1.01738463259985,0.424265919504633,Unchanged,5.302,4.876,0.408,14.874,0.064,0.045,5750,5750,2054,773,1,NA,1.58768610930974,0.452241712908437,Unchanged,NA
MPRIP,k,0.169,0.529,-0.807,1.194,0.009,0.006,3713,3713,3759,2802,1,NA,3.40087943628218,3.29309369416125,Unchanged,-0.2,0.496,-1.163,0.802,0.006,0.005,6599,5492,6978,7008,1,NA,-0.163498732282879,-0.23612294927459,Unchanged,NA
MPRIP,sigma,2.101,0.565,1.015,3.113,0.01,0.007,3237,3237,3200,4215,1,NA,-0.0285556880035014,-0.0244907668224838,Unchanged,1.398,0.531,0.31,2.231,0.012,0.009,1861,1861,1618,613,1,NA,0.687597412930957,0.961899575886654,Unchanged,NA
MRTO4,MP,5.702,0.406,5.007,6.395,0.006,0.005,3969,3876,4256,3653,1,NA,-0.0626334688135237,-0.136360924738483,Unchanged,8.15,0.386,7.457,8.921,0.003,0.002,15171,15119,15259,13002,1,NA,0.0111954478885964,0.0220553828298193,Unchanged,Unchanged Unchanged
MRTO4,Max,10.657,1.219,8.388,12.945,0.017,0.012,5154,5117,5219,6713,1,NA,-0.45485853722316,-0.225481599359216,Unchanged,21.281,1.917,17.646,24.828,0.021,0.015,8024,7851,8311,8625,1,NA,0.44367986937807,0.214629068697648,Unchanged,Unchanged Unchanged
MRTO4,Slope,35.282,29.7,0.804,90.356,0.372,0.263,6381,6381,5551,6709,1,NA,3.77181279544195,0.421074052293409,Unchanged,1.009,0.606,0.475,1.566,0.012,0.01,2618,1780,9333,9756,1,NA,0.00860456849417649,0.0225886824527247,Unchanged,NA
MRTO4,dof,10.754,5.633,2.201,21.169,0.063,0.045,7920,7920,6799,7677,1,NA,2.66892481186548,0.697004884706095,Unchanged,11.836,5.808,2.433,22.57,0.047,0.033,15042,15042,12748,9817,1,NA,2.7462591356364,0.663016493471542,Unchanged,NA
