target,Param,mean_PV,sd_PV,hpd_3%_PV,hpd_97%_PV,mcse_mean_PV,mcse_sd_PV,ess_mean_PV,ess_sd_PV,ess_bulk_PV,ess_tail_PV,r_hat_PV,class_PV,FC_PV,SigFactor_PV,Status_PV,mean_CVB,sd_CVB,hpd_3%_CVB,hpd_97%_CVB,mcse_mean_CVB,mcse_sd_CVB,ess_mean_CVB,ess_sd_CVB,ess_bulk_CVB,ess_tail_CVB,r_hat_CVB,class_CVB,FC_CVB,SigFactor_CVB,Status_CVB,CVB_PV
AKT1S1,Max,19.208,1.136,17.136,21.405,0.018,0.013,4043,4043,3975,4068,1,NA,0.395047402240133,0.202330056803355,Unchanged,14.541,0.635,13.334,15.684,0.012,0.008,2920,2920,2742,1263,1,NA,-0.105759587349619,-0.0894390821326926,Unchanged,Unchanged Unchanged
AKT1S1,Slope,6.571,10.765,1.001,27.561,0.757,0.536,202,202,538,116,1.01,NA,1.34706529866823,0.276134460565013,Unchanged,0.966,0.137,0.717,1.219,0.003,0.002,2959,2748,3311,3338,1,NA,-0.0542265117764073,-0.209862087973411,Unchanged,NA
AKT1S1,dof,10.022,5.719,1.402,20.513,0.078,0.055,5431,5431,4260,3707,1,NA,2.56722187801959,0.667931540722314,Unchanged,7.418,5.403,0.475,17.405,0.077,0.055,4877,4877,1722,619,1,NA,2.07217970694549,0.545606002857556,Unchanged,NA
AKT1S1,k,0.049,0.861,-1.523,1.742,0.014,0.01,3588,3588,3449,6037,1,NA,1.61470984411521,1.22402220282762,Unchanged,-0.297,0.333,-0.966,0.305,0.004,0.003,7917,6315,8202,7948,1,NA,0.406964198743162,0.730783136278984,Unchanged,NA
AKT1S1,sigma,2.735,0.462,1.91,3.654,0.009,0.007,2415,2415,2462,724,1.01,NA,0.351908983003371,0.331031719377642,Unchanged,1.107,0.257,0.579,1.574,0.008,0.006,1070,1070,1548,573,1,NA,0.350888274337073,0.682050445471828,Unchanged,NA
ALG13,MP,5.966,0.077,5.813,6.109,0.001,0.001,5866,5866,6019,6441,1,NA,0.00266246958373635,0.0125521177758146,Unchanged,8.174,0.205,7.796,8.554,0.002,0.002,7864,7846,7866,9847,1,NA,0.0154376319034525,0.0422658633545306,Unchanged,Unchanged Unchanged
ALG13,Max,21.164,0.571,19.987,22.151,0.012,0.008,2391,2391,2429,2630,1,NA,0.534952416417056,0.384822800626941,Unchanged,21.454,1.191,19.468,23.777,0.016,0.012,5226,5209,5462,8156,1,NA,0.455360580995713,0.284386320767805,Unchanged,Unchanged Unchanged
ALG13,Slope,6.438,9.8,1.657,24.158,0.799,0.566,151,151,351,142,1.01,NA,1.31756493335968,0.293438512874917,Unchanged,0.795,0.112,0.586,1.003,0.001,0.001,8331,8331,8139,9088,1,NA,-0.335294840440463,-1.42374765746931,Unchanged,NA
ALG13,dof,1.66,0.6,0.695,2.754,0.01,0.007,3767,3767,3338,4280,1,NA,-0.0266934181756963,-0.0211585679169887,Unchanged,6.277,5.236,0.734,16.291,0.072,0.051,5351,5351,1930,955,1,NA,1.83122464802556,0.502989480122606,Unchanged,NA
ALG13,k,0.192,0.373,-0.445,0.974,0.009,0.006,1828,1828,1891,1979,1,NA,3.58496250072116,4.12220717609328,Unchanged,-0.613,0.576,-1.771,0.433,0.007,0.005,7272,5828,7655,7356,1,NA,1.45238834163318,1.9805328303832,Unchanged,NA
ALG13,sigma,1.484,0.378,0.781,2.188,0.008,0.006,2353,2353,2306,2894,1,NA,-0.530140758055744,-0.555209186181554,Unchanged,1.446,0.407,0.654,2.131,0.01,0.007,1732,1732,1526,588,1.01,NA,0.736300604506638,1.17469221631791,Unchanged,NA
ALG3,MP,5.606,0.252,5.099,6.006,0.006,0.004,1634,1634,1551,1070,1,NA,-0.0871297637189824,-0.234661098193501,Unchanged,7.987,0.096,7.811,8.169,0.001,0.001,12628,12603,12760,12350,1,NA,-0.0179508977709202,-0.0715135481981949,Unchanged,Unchanged Unchanged
ALG3,Max,16.247,0.907,14.539,17.925,0.014,0.01,4436,4436,4305,5370,1,NA,0.153513443411803,0.0882830252512861,Unchanged,15.835,0.414,15.089,16.646,0.005,0.003,7078,7026,7255,8065,1,NA,0.0172307916783773,0.0179020366812212,Unchanged,Unchanged Unchanged
ALG3,Slope,11.688,18.806,0.976,48.453,0.674,0.477,779,779,1363,1171,1,NA,2.1779085346855,0.333921203973655,Unchanged,0.966,0.078,0.82,1.114,0.001,0.001,7842,7842,7792,8730,1,NA,-0.0542265117764073,-0.274228244079777,Unchanged,NA
ALG3,dof,1.733,0.939,0.667,3.167,0.016,0.011,3374,3374,3175,4466,1,NA,0.0353949947501865,0.0254613895183428,Unchanged,4.48,3.698,0.67,11.316,0.038,0.027,9522,9522,9084,11586,1,NA,1.34464817138745,0.4464734490375,Unchanged,NA
ALG3,k,0.123,0.712,-1.136,1.597,0.012,0.009,3499,3499,3468,3588,1,NA,2.94251450533924,2.43800836872551,Unchanged,-0.284,0.227,-0.712,0.148,0.003,0.002,7718,6368,8117,8459,1,NA,0.342392197447078,0.747445825125484,Unchanged,NA
ALG3,sigma,2.021,0.621,0.935,3.194,0.011,0.008,3029,3029,2992,4538,1,NA,-0.0845625282968122,-0.0698927841683285,Unchanged,0.627,0.165,0.344,0.946,0.002,0.001,8512,8512,8301,8840,1,NA,-0.46922959964244,-1.17259040528458,Unchanged,NA
AMBRA1,MP,5.987,0.399,5.107,6.779,0.007,0.005,3120,3120,3210,5956,1,NA,0.00773176215132567,0.0153369342250109,Unchanged,7.924,0.226,7.679,8.227,0.018,0.013,162,152,727,301,1.01,NA,-0.0293757312277195,-0.0945893133525898,Unchanged,Unchanged Unchanged
AMBRA1,Max,12.077,1.543,9.21,14.99,0.023,0.016,4461,4461,4446,7131,1,NA,-0.274397781466539,-0.120778865834684,Unchanged,11.943,0.254,11.426,12.387,0.005,0.003,3023,3023,3655,3562,1,NA,-0.389720798424669,-0.515386937236351,Unchanged,Unchanged Unchanged
AMBRA1,Slope,29.955,27.983,0.805,82.865,0.479,0.339,3413,3413,3826,3222,1,NA,3.53567728493449,0.412337522575498,Unchanged,1.722,4.944,0.97,1.658,0.389,0.276,161,161,694,218,1.01,NA,0.779763536784663,2.57776239194458,Unchanged,NA
AMBRA1,dof,10.933,5.746,1.82,21.657,0.076,0.054,5683,5683,4382,4210,1,NA,2.69274076398625,0.687648977143909,Unchanged,0.556,0.135,0.322,0.813,0.003,0.002,1940,1940,1231,463,1.01,NA,-1.66569377283401,-2.57534026902508,Down,NA
AMBRA1,k,0.452,1.299,-1.979,2.908,0.02,0.014,4111,4111,4099,5078,1,NA,4.82017896241519,2.98660913341943,Unchanged,-0.03,0.085,-0.198,0.128,0.002,0.001,2002,2002,2357,1327,1,NA,-2.90046432644909,-10.2840413725429,Up,NA
AMBRA1,sigma,3.964,0.596,2.884,5.104,0.01,0.007,3723,3723,3881,3265,1,NA,0.887325112509941,0.739807590075537,Unchanged,0.328,0.14,0.072,0.56,0.004,0.003,1270,1270,845,315,1.01,NA,-1.4039992278264,-3.89687198927834,Down,NA
AMOT,MP,5.934,0.212,5.335,6.213,0.006,0.005,1063,1063,2242,1186,1,NA,-0.00509658127120935,-0.0139511465899199,Unchanged,7.425,0.323,6.965,8.145,0.09,0.065,13,13,16,105,2.13,NA,-0.123213585541716,-0.270371716514031,Unchanged,Unchanged Unchanged
AMOT,Max,10.621,0.941,8.72,12.306,0.012,0.008,6195,6195,6294,6551,1,NA,-0.459740299703508,-0.256910410194389,Unchanged,11.709,1.413,9.71,13.77,0.608,0.455,5,5,6,4,1.94,NA,-0.418268207077067,-0.269112180458285,Unchanged,Unchanged Unchanged
AMOT,Slope,22.728,23.244,1.313,68.137,0.461,0.326,2537,2537,3160,2548,1,NA,3.13735118807154,0.405455220244811,Unchanged,4.718,7.65,0.682,5.43,0.326,0.231,549,549,10,113,2.11,NA,2.23385381262728,2.81108238062327,Unchanged,NA
AMOT,dof,9.829,5.662,1.322,20.078,0.068,0.048,6996,6996,5681,5235,1,NA,2.53916798485172,0.666855250029168,Unchanged,1.933,3.318,0.037,7.617,0.929,0.673,13,13,5,20,2.21,NA,0.131991076653715,0.0519385918845388,Unchanged,NA
AMOT,k,0.187,0.778,-1.371,1.61,0.01,0.008,5923,4739,6073,6282,1,NA,3.54689445988764,2.81386769435374,Unchanged,0.003,0.362,-0.716,0.856,0.005,0.04,4996,41,184,99,2.14,NA,NA,NA,Unchanged,NA
AMOT,sigma,2.39,0.407,1.615,3.171,0.006,0.004,4373,4373,4327,4758,1,NA,0.157378768191564,0.156730616714597,Unchanged,0.905,1.089,0,2.793,0.459,0.343,6,6,5,13,2.3,NA,0.0602227495260886,0.069868962374462,Unchanged,NA
ANK3,MP,5.847,0.248,5.208,6.188,0.005,0.003,2758,2758,3238,3059,1,NA,-0.0264049167724301,-0.0684147857304627,Unchanged,8.821,0.122,8.574,9.055,0.002,0.001,3572,3572,53,116,1.89,NA,0.125337605921967,0.43077701531003,Unchanged,Unchanged Unchanged
ANK3,Max,16.718,1.398,13.949,19.18,0.024,0.017,3314,3314,3292,5745,1,NA,0.194742359478756,0.0901036404529759,Unchanged,10.551,0.838,9.791,11.801,0.377,0.284,5,5,5,12,2.15,NA,-0.568506334890712,-0.519850895990718,Unchanged,Unchanged Unchanged
ANK3,Slope,16.413,21.408,0.787,60.023,0.81,0.573,699,699,1152,756,1.01,NA,2.66771941298574,0.36617887165101,Unchanged,2.31,1.37,0.908,4.377,0.682,0.524,4,4,5,11,2.58,NA,1.20357124569124,1.77191886984262,Unchanged,NA
ANK3,dof,7.158,5.129,0.93,17.084,0.125,0.091,1686,1600,1764,1183,1,NA,2.0816798840064,0.589093402961513,Unchanged,0.485,0.451,0.113,1.223,0.182,0.135,6,6,5,11,2.26,NA,-1.86279390848303,-1.91550602481256,Down,NA
ANK3,k,0.286,1.071,-1.688,2.355,0.017,0.014,3766,3046,3698,5138,1,NA,4.15987133677839,2.83376885689806,Unchanged,-0.046,0.095,-0.259,0.069,0.023,0.017,17,17,13,112,1.88,NA,-2.28379296600059,-8.07281306423691,Unchanged,NA
ANK3,sigma,3.304,0.705,1.919,4.604,0.013,0.009,2856,2856,2841,3303,1,NA,0.624581836742898,0.473510596722846,Unchanged,0.218,0.275,0,0.713,0.111,0.083,6,6,5,11,2.26,NA,-1.99336690766755,-4.57721867220727,Down,NA
ANKHD1,MP,5.838,0.29,5.217,6.349,0.005,0.004,2835,2682,3672,3397,1,NA,-0.0286272972492086,-0.069013704518042,Unchanged,8.241,0.35,7.582,8.896,0.005,0.003,5750,5750,5683,9582,1,NA,0.0272147996798061,0.0565914895811088,Unchanged,Unchanged Unchanged
ANKHD1,Max,30.318,3.005,24.793,35.629,0.068,0.052,1938,1660,2490,3489,1,NA,1.05351467934883,0.33867283536826,Unchanged,27.382,2.083,23.634,31.34,0.032,0.023,4183,4157,4272,6693,1,NA,0.807341750188722,0.377037395376526,Unchanged,Unchanged Unchanged
ANKHD1,Slope,7.07,14.593,0.196,32.469,0.492,0.348,881,881,1448,1023,1,NA,1.45266257157876,0.270141354489819,Unchanged,0.886,0.339,0.498,1.312,0.007,0.006,2380,1882,5748,7526,1,NA,-0.178943002057162,-0.54384694857577,Unchanged,NA
ANKHD1,dof,6.871,5.402,0.694,17.192,0.087,0.062,3829,3829,2509,3468,1,NA,2.02264342329132,0.566387852199231,Unchanged,9.429,6.372,0.57,20.484,0.115,0.082,3056,3056,1602,665,1,NA,2.41825421196239,0.587087595192005,Unchanged,NA
ANKHD1,k,-0.356,1.959,-4.036,3.388,0.037,0.029,2775,2269,2917,3286,1,NA,NA,NA,Unchanged,-0.636,1.224,-3.044,1.623,0.017,0.012,5332,5136,5682,7124,1,NA,1.50552803322675,1.41083112723245,Unchanged,NA
ANKHD1,sigma,4.944,1.349,2.295,7.329,0.031,0.022,1864,1864,1893,2402,1,NA,1.20604689322783,0.667759516021465,Unchanged,3.312,0.846,1.278,4.638,0.026,0.018,1069,1069,1519,569,1,NA,1.93193572505485,2.04353564042667,Up,NA
ANKRD28,MP,5.913,0.085,5.754,6.077,0.001,0.001,12909,12872,13030,11396,1,NA,-0.0102112309868343,-0.046084517547511,Unchanged,8.113,0.115,7.9,8.33,0.001,0.001,10889,10871,10953,11877,1,NA,0.00463087694686993,0.0168334323984772,Unchanged,Unchanged Unchanged
ANKRD28,Max,17.612,0.619,16.447,18.767,0.007,0.005,8537,8460,8762,9191,1,NA,0.269898842946609,0.187512964919589,Unchanged,19.807,0.671,18.571,21.071,0.008,0.006,6706,6706,6681,10526,1,NA,0.340124308180487,0.278874743745882,Unchanged,Unchanged Unchanged
ANKRD28,Slope,2.746,1.756,1.532,3.892,0.053,0.038,1087,1085,4072,1478,1,NA,0.0882839820291003,0.0607116319991829,Unchanged,0.968,0.094,0.794,1.145,0.001,0.001,7693,7693,7707,10811,1,NA,-0.051242653337586,-0.237165891727986,Unchanged,NA
ANKRD28,dof,1.638,0.627,0.715,2.77,0.007,0.005,7868,7868,7738,10423,1,NA,-0.0459413027689748,-0.0364508488458524,Unchanged,7.318,5.041,0.882,16.816,0.049,0.035,10554,10554,7208,5909,1,NA,2.05259885478157,0.557085530544094,Unchanged,NA
ANKRD28,k,0.002,0.353,-0.667,0.683,0.004,0.003,7283,5092,7734,7241,1,NA,-3,-3.5366392784487,Unchanged,-0.399,0.335,-1.025,0.237,0.004,0.003,8299,7312,8553,9198,1,NA,0.832890014164742,1.50093907682351,Unchanged,NA
ANKRD28,sigma,1.382,0.367,0.721,2.075,0.005,0.003,6471,6446,6503,8253,1,NA,-0.632874234288289,-0.67564813114189,Unchanged,0.969,0.202,0.57,1.343,0.002,0.002,6612,6612,6778,4959,1,NA,0.158801622970602,0.350206636151346,Unchanged,NA
ANTXR1,MP,6.005,0.317,5.058,6.55,0.008,0.005,1691,1691,1965,2424,1,NA,0.0120627378415201,0.0253302621178679,Unchanged,8.77,0.183,8.38,9.085,0.006,0.004,858,858,1138,282,1,NA,0.116972231214889,0.332071712348526,Unchanged,Unchanged Unchanged
ANTXR1,Max,11.96,1.263,10.227,14.962,0.031,0.022,1655,1639,2060,2922,1,NA,-0.288442516904816,-0.140272828844395,Unchanged,13.598,0.666,12.312,14.778,0.018,0.013,1303,1303,1086,364,1,NA,-0.202491600849142,-0.167167556666291,Unchanged,Unchanged Unchanged
ANTXR1,Slope,26.234,25.839,0.907,74.978,0.591,0.418,1909,1909,2082,2644,1,NA,3.34431824912945,0.410515434122687,Unchanged,1.048,0.148,0.757,1.337,0.005,0.004,995,870,1154,531,1,NA,0.0633171109252698,0.22797187600661,Unchanged,NA
ANTXR1,dof,3.171,4.645,0.373,13.01,0.132,0.093,1243,1243,1166,3479,1,NA,0.907061217693856,0.290218343511583,Unchanged,2.796,3.605,0.328,9.672,0.059,0.042,3742,3742,860,527,1,NA,0.664513799817916,0.235514576661199,Unchanged,NA
ANTXR1,k,0.252,0.781,-1.149,2.019,0.014,0.011,2931,2596,3260,3126,1,NA,3.97727992349992,3.06076486242871,Unchanged,-0.125,0.223,-0.59,0.277,0.003,0.003,4746,3651,5236,5326,1,NA,-0.841570637395517,-1.82972622403989,Unchanged,NA
ANTXR1,sigma,2.157,1.366,0.519,4.865,0.046,0.033,876,876,1016,1266,1,NA,0.00939432648390674,0.00559800504279076,Unchanged,0.695,0.395,0.1,1.401,0.011,0.008,1208,1208,723,282,1,NA,-0.32068206483361,-0.545123876633966,Unchanged,NA
AP1M1,MP,7.391,0.214,6.988,7.763,0.004,0.003,2308,2306,2351,8144,1.01,NA,0.311668065678301,0.908070694818544,Unchanged,8.059,0.208,7.66,8.451,0.002,0.001,9922,9922,9777,10092,1,NA,-0.00500377822861372,-0.0134107626897714,Unchanged,Unchanged Unchanged
AP1M1,Max,16.295,0.787,15.006,17.834,0.02,0.014,1514,1514,1385,5779,1.01,NA,0.157769445635643,0.0992790168005157,Unchanged,9.782,0.472,8.873,10.673,0.005,0.004,8223,8146,8147,8751,1,NA,-0.677684705899386,-0.654836606308519,Unchanged,Unchanged Unchanged
AP1M1,Slope,1.194,0.266,0.767,1.627,0.003,0.003,6070,5171,6988,8127,1,NA,-1.1132448068532,-1.26819911979799,Down,1.087,0.241,0.692,1.555,0.012,0.009,405,367,505,138,1.01,NA,0.116030334415129,0.342484030325551,Unchanged,NA
AP1M1,dof,6.908,6.028,0.446,18.12,0.22,0.156,749,749,186,148,1.02,NA,2.03039142311894,0.549316441355271,Unchanged,6.366,5.197,0.526,16.139,0.128,0.091,1645,1645,352,67,1.01,NA,1.8515365960784,0.507655765843075,Unchanged,NA
AP1M1,k,-0.27,0.51,-1.278,0.699,0.007,0.006,5505,3529,6077,5786,1.01,NA,NA,NA,Unchanged,-0.142,0.271,-0.706,0.325,0.003,0.003,6821,5262,7271,7796,1,NA,-0.657607802552922,-1.31112081347038,Unchanged,NA
AP1M1,sigma,1.378,0.535,0.32,2.122,0.047,0.033,131,131,131,42,1.03,NA,-0.637055961972256,-0.589539200605442,Unchanged,0.725,0.244,0.116,1.065,0.015,0.011,262,262,299,62,1.01,NA,-0.259714047542182,-0.516917834242441,Unchanged,NA
AP2A1,MP,6.055,0.114,5.884,6.317,0.002,0.001,4646,4534,6389,5694,1,NA,0.0240254518302147,0.0936495773599866,Unchanged,8.666,0.205,8.229,9.043,0.006,0.004,1047,1047,1039,650,1,NA,0.0997616251546627,0.26356939457899,Unchanged,Unchanged Unchanged
AP2A1,Max,26.95,1.476,24.108,29.689,0.021,0.015,5149,5149,5109,6494,1,NA,0.883625366536946,0.395809700892996,Unchanged,17.105,1.209,15.504,19.379,0.051,0.036,555,555,541,1061,1.01,NA,0.128532028418087,0.084648063095083,Unchanged,Unchanged Unchanged
AP2A1,Slope,12.605,16.582,1.165,42.299,0.654,0.545,642,463,1495,682,1,NA,2.2868765696279,0.376693605714492,Unchanged,1.138,0.282,0.607,1.645,0.013,0.01,437,428,451,534,1.01,NA,0.182178951694401,0.490313331154539,Unchanged,NA
AP2A1,dof,10.859,5.705,1.726,21.191,0.08,0.057,5096,5096,3778,2240,1,NA,2.68294268731789,0.691662841380033,Unchanged,4.476,5.443,0.274,15.159,0.209,0.148,678,678,314,229,1.01,NA,1.34335947541887,0.377222879675413,Unchanged,NA
AP2A1,k,0.148,1.144,-2.049,2.34,0.016,0.012,4936,4936,4882,5849,1,NA,3.20945336562895,2.09838259183814,Unchanged,-0.183,0.372,-1.082,0.363,0.01,0.007,1481,1481,1899,2676,1.01,NA,-0.291655083773562,-0.491180044596803,Unchanged,NA
AP2A1,sigma,3.697,0.558,2.704,4.82,0.01,0.007,3305,3305,3250,2210,1,NA,0.786723193510696,0.671856648608876,Unchanged,0.819,0.597,0.055,1.697,0.031,0.022,373,373,257,115,1.01,NA,-0.0838315908034708,-0.126847032829396,Unchanged,NA
AP2A2,MP,6.081,0.106,5.909,6.304,0.002,0.001,4204,4185,4287,8688,1,NA,0.030207081436579,0.123278807474576,Unchanged,8.16,0.119,7.93,8.379,0.001,0.001,11543,11543,11713,11486,1,NA,0.0129645407416518,0.0461187611236562,Unchanged,Unchanged Unchanged
AP2A2,Max,23.255,1.052,21.343,25.243,0.019,0.014,3021,3021,2944,2191,1,NA,0.67088103342169,0.359490552155845,Unchanged,22.01,0.602,20.865,23.119,0.007,0.005,7787,7746,7924,8866,1,NA,0.492273069541744,0.425079967831973,Unchanged,Unchanged Unchanged
AP2A2,Slope,7.887,11.301,1.264,30.907,0.509,0.374,494,458,1035,551,1.01,NA,1.6104289992212,0.312483075619205,Unchanged,0.933,0.089,0.775,1.105,0.001,0.001,8291,8283,8307,10536,1,NA,-0.104372619760422,-0.498200081223214,Unchanged,NA
AP2A2,dof,6.681,4.101,1.283,14.423,0.072,0.051,3281,3281,2602,1641,1,NA,1.98218739909896,0.621952591010216,Unchanged,5.572,4.193,0.867,13.557,0.043,0.03,9610,9610,8446,10114,1,NA,1.65934469704373,0.50464503332141,Unchanged,NA
AP2A2,k,0.102,0.724,-1.227,1.498,0.013,0.009,3220,3220,3187,2903,1,NA,2.6724253419715,2.21747495575042,Unchanged,-0.354,0.345,-1.04,0.257,0.004,0.003,7940,6375,8388,7819,1,NA,0.660250628025393,1.17366437339523,Unchanged,NA
AP2A2,sigma,2.856,0.461,1.99,3.741,0.01,0.007,2152,2152,2294,1153,1,NA,0.414364129352552,0.389001769098474,Unchanged,0.944,0.219,0.534,1.339,0.002,0.002,8164,8164,7820,7927,1,NA,0.121091816917362,0.261683317597725,Unchanged,NA
AP2B1,MP,6.149,0.148,5.94,6.455,0.004,0.003,1759,1759,1445,8748,1,NA,0.0462502987290109,0.165306196608702,Unchanged,8.637,0.162,8.332,8.938,0.001,0.001,13086,12935,13210,6103,1,NA,0.0949256781673846,0.290663877304395,Unchanged,Unchanged Unchanged
AP2B1,Max,17.521,0.783,16.045,18.983,0.015,0.011,2680,2680,2578,1699,1,NA,0.262425211755652,0.162014517273578,Unchanged,16.906,0.656,15.683,18.126,0.008,0.005,7316,7279,7414,9235,1,NA,0.111649279341075,0.0926052711798439,Unchanged,Unchanged Unchanged
AP2B1,Slope,9.102,14.571,1.01,39.159,1.242,0.88,138,138,338,202,1.01,NA,1.81713594285019,0.310807746715939,Unchanged,0.802,0.091,0.642,0.978,0.001,0.001,8461,8390,8552,10719,1,NA,-0.32264746415726,-1.52627502214741,Down,NA
AP2B1,dof,8.019,5.369,0.889,17.939,0.119,0.084,2023,2023,1752,4076,1,NA,2.24554567855425,0.618543083789165,Unchanged,10.791,5.78,1.645,21.344,0.052,0.037,12270,12270,6941,4006,1,NA,2.61290609929902,0.637796182066573,Unchanged,NA
AP2B1,k,0.089,0.613,-1.06,1.258,0.012,0.008,2628,2628,2511,2648,1,NA,2.4757334309664,2.22732484174988,Unchanged,-0.423,0.38,-1.129,0.304,0.004,0.003,7863,7080,7996,9191,1,NA,0.917158931062345,1.55105283230332,Unchanged,NA
AP2B1,sigma,1.933,0.387,1.177,2.648,0.008,0.005,2490,2490,2538,3561,1,NA,-0.148790212465312,-0.152398441115317,Unchanged,0.956,0.156,0.672,1.254,0.002,0.002,5315,5315,7184,4128,1,NA,0.139315575536269,0.35407671126817,Unchanged,NA
AP2M1,MP,6.713,0.081,6.564,6.844,0.002,0.001,2265,2248,2071,2874,1,NA,0.172856134324259,0.837884172541771,Unchanged,8.867,0.207,8.522,9.302,0.012,0.008,323,323,557,180,1,NA,0.132841464073764,0.35853372903769,Unchanged,Unchanged Unchanged
AP2M1,Max,29.895,0.268,29.41,30.4,0.004,0.003,4523,4513,4774,6767,1,NA,1.03324430445729,1.09890384576473,Up,26.527,0.803,24.891,27.777,0.027,0.019,876,876,884,277,1,NA,0.761575451373416,0.581174151610871,Unchanged,Unchanged Up
AP2M1,Slope,1.674,0.113,1.463,1.878,0.002,0.002,2329,2270,2330,3588,1,NA,-0.625748115567657,-1.02617515877026,Down,0.964,0.157,0.726,1.219,0.011,0.009,198,162,614,175,1,NA,-0.057216554382219,-0.223445915653123,Unchanged,NA
AP2M1,dof,1.389,0.61,0.522,2.459,0.01,0.007,3430,3430,1926,1410,1,NA,-0.283830060428591,-0.231955050087954,Unchanged,1.908,2.025,0.378,4.404,0.03,0.021,4483,4483,755,264,1.01,NA,0.113210610447991,0.0611266294871899,Unchanged,NA
AP2M1,k,-0.201,0.183,-0.568,0.117,0.003,0.002,4980,4578,5294,6615,1,NA,NA,NA,Unchanged,-0.33,0.322,-0.975,0.23,0.005,0.004,3777,3777,2658,7445,1,NA,0.558967292188212,1.03085589638466,Unchanged,NA
AP2M1,sigma,0.499,0.177,0.153,0.793,0.004,0.003,1935,1935,1485,598,1,NA,-2.10252012933929,-3.26484578698909,Down,0.926,0.428,0.16,1.701,0.013,0.009,1137,1137,628,193,1.01,NA,0.0933171508157572,0.145753614215157,Unchanged,NA
AP3D1,MP,5.627,0.279,5.094,6.006,0.006,0.004,2288,2245,1936,2356,1,NA,-0.0817355446939193,-0.219528923627798,Unchanged,8.428,0.113,8.211,8.635,0.001,0.001,12533,12506,12627,11760,1,NA,0.0595857027001004,0.218123673499064,Unchanged,Unchanged Unchanged
AP3D1,Max,24.118,1.844,20.588,27.581,0.032,0.023,3234,3234,3203,5752,1,NA,0.723450369382783,0.28950178721841,Unchanged,24.257,0.745,22.879,25.677,0.009,0.006,7120,7108,7139,9775,1,NA,0.63251505957074,0.49021718544795,Unchanged,Unchanged Unchanged
AP3D1,Slope,21.514,25.085,0.978,69.702,0.604,0.427,1727,1727,1640,7164,1,NA,3.05815623484714,0.389718883283346,Unchanged,0.844,0.074,0.706,0.986,0.001,0.001,8445,8445,8416,11804,1,NA,-0.249006701904995,-1.29034605964498,Down,NA
AP3D1,dof,6.8,5.215,0.6,16.644,0.09,0.064,3344,3344,2202,1931,1,NA,2.00765808661508,0.570090335706184,Unchanged,9.602,5.559,1.511,19.694,0.05,0.035,12464,12464,9598,9232,1,NA,2.44448437510107,0.621061630143972,Unchanged,NA
AP3D1,k,0.529,1.437,-2.131,3.282,0.026,0.018,3121,3121,3125,3816,1,NA,5.04712391211403,2.97140157476446,Unchanged,-0.581,0.389,-1.34,0.124,0.004,0.003,8326,7962,8421,10105,1,NA,1.37503943134692,2.30064548019584,Unchanged,NA
AP3D1,sigma,4.569,1.216,2.125,6.768,0.031,0.022,1587,1587,1720,1877,1,NA,1.0922465925319,0.629700232642834,Unchanged,1.238,0.186,0.883,1.59,0.002,0.001,9365,9365,9450,8008,1,NA,0.512244366769785,1.18120877847319,Up,NA
APAF1,MP,5.759,0.341,5.021,6.146,0.006,0.004,3642,3622,3984,3879,1,NA,-0.0482831860553657,-0.116761015876036,Unchanged,8.729,0.154,8.445,9.037,0.002,0.001,9676,9660,9696,9447,1,NA,0.110211775770068,0.341437181453504,Unchanged,Unchanged Unchanged
APAF1,Max,10.267,1.036,8.353,12.279,0.014,0.01,5288,5288,5293,6633,1,NA,-0.508645216254118,-0.271652738391072,Unchanged,13.334,0.503,12.386,14.302,0.006,0.004,7287,7168,7437,7062,1,NA,-0.230776443460146,-0.216140046635052,Unchanged,Unchanged Unchanged
APAF1,Slope,29.765,29.338,0.978,83.806,0.964,0.997,927,433,2187,1166,1,NA,3.52649734579747,0.409355819747898,Unchanged,0.895,0.113,0.673,1.098,0.001,0.001,5726,5726,5668,7806,1,NA,-0.164362018460562,-0.69132327793281,Unchanged,NA
APAF1,dof,10.734,5.473,2.428,20.838,0.066,0.047,6774,6774,6136,7835,1,NA,2.66623922836308,0.706777104935962,Unchanged,3.932,4.072,0.54,11.934,0.053,0.038,5875,5875,4266,5931,1,NA,1.15641276078306,0.371154705093332,Unchanged,NA
APAF1,k,0.181,0.837,-1.395,1.767,0.012,0.008,5149,5094,5177,6534,1,NA,3.49984588708321,2.6959037551338,Unchanged,-0.221,0.253,-0.742,0.215,0.003,0.003,6427,4524,7236,6823,1,NA,-0.0194523626661726,-0.0402551524614087,Unchanged,NA
APAF1,sigma,2.851,0.39,2.141,3.596,0.005,0.003,6336,6336,6170,6498,1,NA,0.411836189261405,0.424136362166115,Unchanged,0.619,0.245,0.214,1.057,0.004,0.003,3846,3846,3605,3986,1,NA,-0.487755633230215,-1.03002481632014,Unchanged,NA
APEX1,MP,6.068,0.08,5.967,6.247,0.002,0.001,2817,2817,2146,6435,1,NA,0.0271195774955572,0.131456513466404,Unchanged,8.203,0.132,7.929,8.425,0.002,0.001,4392,4392,4686,5188,1,NA,0.020547017006435,0.0695427096155372,Unchanged,Unchanged Unchanged
